"","time","cod","trel"
"1",147660,0,-0.983333333333333
"2",147720,0,-0.966666666666667
"3",147780,0,-0.95
"4",147840,0,-0.933333333333333
"5",147900,0,-0.916666666666667
"6",147960,0,-0.9
"7",148020,0,-0.883333333333333
"8",148080,0,-0.866666666666667
"9",148140,0,-0.85
"10",148200,0,-0.833333333333333
"11",148260,0,-0.816666666666667
"12",148320,0,-0.8
"13",148380,0,-0.783333333333333
"14",148440,0,-0.766666666666667
"15",148500,0,-0.75
"16",148560,0,-0.733333333333333
"17",148620,0,-0.716666666666667
"18",148680,0,-0.7
"19",148740,0,-0.683333333333333
"20",148800,0,-0.666666666666667
"21",148860,0,-0.65
"22",148920,0,-0.633333333333333
"23",148980,0,-0.616666666666667
"24",149040,0,-0.6
"25",149100,0,-0.583333333333333
"26",149160,0,-0.566666666666667
"27",149220,0,-0.55
"28",149280,0,-0.533333333333333
"29",149340,0,-0.516666666666667
"30",149400,0,-0.5
"31",149460,0,-0.483333333333333
"32",149520,0,-0.466666666666667
"33",149580,0,-0.45
"34",149640,0,-0.433333333333333
"35",149700,0,-0.416666666666667
"36",149760,0,-0.4
"37",149820,0,-0.383333333333333
"38",149880,0,-0.366666666666667
"39",149940,0,-0.35
"40",150000,0,-0.333333333333333
"41",150060,0,-0.316666666666667
"42",150120,0,-0.3
"43",150180,0,-0.283333333333333
"44",150240,0,-0.266666666666667
"45",150300,0,-0.25
"46",150360,0,-0.233333333333333
"47",150420,0,-0.216666666666667
"48",150480,0,-0.2
"49",150540,0,-0.183333333333333
"50",150600,0,-0.166666666666667
"51",150660,0,-0.15
"52",150720,0,-0.133333333333333
"53",150780,0,-0.116666666666667
"54",150840,0,-0.1
"55",150900,0,-0.0833333333333333
"56",150960,0,-0.0666666666666667
"57",151020,0,-0.05
"58",151080,0,-0.0333333333333333
"59",151140,0,-0.0166666666666667
"60",151200,0,0
"61",151260,0,0.0166666666666667
"62",151320,0,0.0333333333333333
"63",151380,0,0.05
"64",151440,0,0.0666666666666667
"65",151500,0,0.0833333333333333
"66",151560,0,0.1
"67",151620,0,0.116666666666667
"68",151680,0,0.133333333333333
"69",151740,0,0.15
"70",151800,0,0.166666666666667
"71",151860,0,0.183333333333333
"72",151920,0,0.2
"73",151980,0,0.216666666666667
"74",152040,0,0.233333333333333
"75",152100,0,0.25
"76",152160,0,0.266666666666667
"77",152220,0,0.283333333333333
"78",152280,0,0.3
"79",152340,0,0.316666666666667
"80",152400,0,0.333333333333333
"81",152460,0,0.35
"82",152520,0,0.366666666666667
"83",152580,0,0.383333333333333
"84",152640,0,0.4
"85",152700,0,0.416666666666667
"86",152760,0,0.433333333333333
"87",152820,0,0.45
"88",152880,0,0.466666666666667
"89",152940,0,0.483333333333333
"90",153000,0,0.5
"91",153060,0,0.516666666666667
"92",153120,0,0.533333333333333
"93",153180,0,0.55
"94",153240,0,0.566666666666667
"95",153300,0,0.583333333333333
"96",153360,0,0.6
"97",153420,0,0.616666666666667
"98",153480,0,0.633333333333333
"99",153540,0,0.65
"100",153600,0,0.666666666666667
"101",153660,0,0.683333333333333
"102",153720,0,0.7
"103",153780,0,0.716666666666667
"104",153840,0,0.733333333333333
"105",153900,0,0.75
"106",153960,0,0.766666666666667
"107",154020,0,0.783333333333333
"108",154080,0,0.8
"109",154140,0,0.816666666666667
"110",154200,0,0.833333333333333
"111",154260,0,0.85
"112",154320,0,0.866666666666667
"113",154380,0,0.883333333333333
"114",154440,0,0.9
"115",154500,0,0.916666666666667
"116",154560,0,0.933333333333333
"117",154620,0,0.95
"118",154680,0,0.966666666666667
"119",154740,0,0.983333333333333
